id,father_height,mother_height,boy_dummy,child_height
4989,1.74,1.68,1,1.75
4990,1.75,1.64,1,1.76
4991,1.74,1.64,0,1.67
4992,1.73,1.57,0,1.64
4993,1.75,1.62,1,1.76
4994,1.73,1.59,0,1.63
4995,1.85,1.59,0,1.66
4996,1.71,1.61,0,1.64
4997,1.72,1.6,0,1.63
4998,1.77,1.63,1,1.75
4999,1.72,1.69,0,1.67
